season,episode,line,character,dialogue
10,37,31,GARDENIA,"Okay, Ash, you've got the honor! "
10,37,32,ASH,"Then here we go! Now, Turtwig, Tackle! "
10,37,33,TURTWIG,[TACKLE MOVE] 
10,37,34,GARDENIA,"Dodge it, quick! "
10,37,35,ASH,Use Razor Leaf! 
10,37,36,TURTWIG,[RAZOR LEAF MOVE] 
10,37,37,CHERUBI,[EFFORT] 
10,37,38,TURTWIG,[FRUSTRATED] 
10,37,39,ASH,That Cherubi sure is fast! 
10,37,40,GARDENIA,"Watch what happens in the sun! The brighter the sun, the faster the Cherubi gets! "
10,37,41,DAWN,Is that true? 
10,37,42,BROCK,"It's a special Ability Cherubi can use, called Chlorophyll! "
10,37,43,GARDENIA,Now for the perfect move on a sunny day: Solar Beam! 
10,37,44,CHERUBI,[SOLAR BEAM MOVE] 
10,37,45,ASH,Dodge! 
10,37,46,TURTWIG,[EFFORT] 
10,37,47,ASH,"Solar Beam takes time to charge up, so they can't fire again right away! Now, Turtwig! Use Razor Leaf! "
10,37,48,TURTWIG,[RAZOR LEAF MOVE] 
10,37,49,GARDENIA,Solar Beam! 
10,37,50,CHERUBI,[SOLAR BEAM MOVE] 
10,37,51,"ASH, TURTWIG",[SHOCKED] 
10,37,52,TURTWIG,[PAINED] 
10,37,53,ASH,Turtwig! 
10,37,54,GARDENIA,Keep it up with Magical Leaf! 
10,37,55,CHERUBI,[MAGICAL LEAF MOVE] 
10,37,56,ASH,"Turtwig, return! "
10,37,57,CHERUBI,[DEFIANT] 
10,37,58,GARDENIA,"Ash, you've made a wise choice! In the past, you probably would've battled until your Pokémon had collapsed in a heap! - My, have you grown! - "
10,37,59,DAWN,That was a close one! 
10,37,60,BROCK,"If you take that kind of speed and power, then add in the bright sun. You've got the formula for one tough opponent! "
10,37,61,JESSIE,First we tunnel through the earth. Then take the Twerps for all they're worth! 
10,37,62,JESSIE,And soon they'll be one Pikachu light! 
10,37,63,JAMES,Baffled and clueless. What a sight! 
10,37,64,MEOWTH,That's. Right! Look out! 
10,37,65,MEOWTH,"Hey, where are we? "
10,37,66,JESSIE,"For a Grass-type Gym, it's a little light on grass! "
10,37,67,JAMES,Maybe they're conserving water. 
10,37,68,UNDERGROUND MAN,Hmm. You three sure aren't dressed like miners. 
10,37,69,JESSIE,"Listen, is that a crusty old codger type that I hear? "
10,37,70,JAMES,He's crusting to me loud and clear! - 
10,37,71,JESSIE,What a sound! - 
10,37,72,JAMES,Underground! 
10,37,73,MEOWTH,In my ear! 
10,37,74,JESSIE,"Well, we can out-dig you at a breakneck pace! "
10,37,75,JAMES,With nary a trace of dirt anyplace! 
10,37,76,JESSIE,Careful how you pick your fights. 
10,37,77,JAMES,Or we just may have to punch out your lights! - 
10,37,78,JESSIE,Jessie here! - 
10,37,79,JAMES,Here with James! 
10,37,80,MEOWTH,Meowth's my name! 
10,37,81,JESSIE,Putting milquetoast miners in their place! 
10,37,82,JAMES,We're Team Rocket! 
10,37,83,JESSIE,And we're in your face! 
10,37,84,WOBBUFFET,[AFFIRMATIVE] 
10,37,85,MIME JR,[MIMICKING] 
10,37,86,UNDERGROUND MAN,Come on! You're telling me you guys are really Team Rocket? 
10,37,87,MEOWTH,"Hey, you know who we are? "
10,37,88,UNDERGROUND MAN,Not a clue! I'm what they call in the treasure-digging business an Eterna City underground explorer! 
10,37,89,JESSIE,That sounds promising. 
10,37,90,JAMES,It would follow there's treasure down here. 
10,37,91,UNDERGROUND MAN,"Right! Red spheres, blue spheres, green spheres. You just wouldn't believe how much this stuff is worth! "
10,37,92,JESSIE,Try us! 
10,37,93,JESSIE,We'll help! We've got tools! 
10,37,94,JAMES,We're digging fools! 
10,37,95,MEOWTH,Treasure digging rules! 
10,37,96,UNDERGROUND MAN,"Well, I could sure use a hand, and there's more than enough to go around! It's all for one! "
10,37,97,JESSIE,What fun! 
10,37,98,WOBBUFFET,[AFFIRMATIVE] 
10,37,99,ASH,Staravia! I choose you! 
10,37,100,STARAVIA,[APPEARING] 
10,37,101,GARDENIA,"Just because you choose a Pokémon that's a good matchup doesn't mean you're gonna win! All right, Cherubi, use Solar Beam! "
10,37,102,ASH,"Dodge it, then use Wing att*ck! "
10,37,103,STARAVIA,[WING att*ck MOVE] 
10,37,104,GARDENIA,Dodge it! 
10,37,105,GARDENIA,"Okay, Solar Beam once more! "
10,37,106,CHERUBI,[SOLAR BEAM MOVE] 
10,37,107,GARDENIA,Oh no! The sun! 
10,37,108,BROCK,No sun means it'll take longer for Cherubi to charge! 
10,37,109,GARDENIA,"Well, you can't trust the weather, right? Cherubi! Switch to Magical Leaf! "
10,37,110,CHERUBI,[MAGICAL LEAF MOVE] 
10,37,111,ASH,No time to dodge. Staravia! Up! 
10,37,112,STARAVIA,[CONFIDENT] 
10,37,113,BROCK,Yeah! Staravia's completely out of range! 
10,37,114,DAWN,"Hurry and att*ck, Ash! "
10,37,115,ASH,Staravia! Come down nice and slow! 
10,37,116,CHERUBI,[CONCERNED] 
10,37,117,STARAVIA,[FOCUSED] 
10,37,118,DAWN,So why doesn't Ash att*ck? 
10,37,119,ASH,"All right! Staravia! Wing att*ck, now! "
10,37,120,GARDENIA,"Cherubi, dodge it and go for the counter! "
10,37,121,STARAVIA,[CONFIDENT] 
10,37,122,CHERUBI,[WORRIED] 
10,37,123,ASH,Way to go! Keep going! 
10,37,124,STARAVIA,[CONFIDENT] 
10,37,125,ASH,Now right into Quick att*ck! 
10,37,126,STARAVIA,[QUICK att*ck MOVE] 
10,37,127,CHERUBI,[PAINED] 
10,37,128,ASH,And finish with Aerial Ace! 
10,37,129,CHERUBI,[PAINED] - 
10,37,130,DAWN,"Wow, what a hit! - "
10,37,131,BROCK,I think that did it! 
10,37,132,GARDENIA,Cherubi! 
10,37,133,YOKO,Cherubi is unable to battle! Staravia wins! 
10,37,134,ASH,"Good going, Staravia! "
10,37,135,GARDENIA,"Thanks! Take a long rest! Well, Ash, you did it! Nice turn around with the sun, too! "
10,37,136,ASH,It's like you said. Can't trust the weather! I learned that from you! 
10,37,137,GARDENIA,"Oh you heard me say that from there, huh? Good ears! Turtwig, you're next! - "
10,37,138,DAWN,No surprise to me! - 
10,37,139,BROCK,Yeah! 
10,37,140,STARAVIA,[DETERMINED] 
10,37,141,ASH,"That's right, remember? You didn't like losing before, did you? "
10,37,142,ASH,"Well, not this time! Staravia, use Wing att*ck! "
10,37,143,STARAVIA,[AFFIRMATIVE] 
10,37,144,GARDENIA,"Turtwig, dodge! "
10,37,145,STARAVIA,[WING att*ck MOVE] 
10,37,146,ASH,Now keep using Wing att*ck! 
10,37,147,GARDENIA,And dodge every one! 
10,37,148,TURTWIG [G],[BATTLING] 
10,37,149,BROCK,Oh no! Turtwig's too fast! 
10,37,150,DAWN,"Ash, come on! Change it up! "
10,37,151,ASH,Just keep using Wing att*ck! 
10,37,152,GARDENIA,This is starting to get a little old. 
10,37,153,TURTWIG [G],[BATTLING] 
10,37,154,GARDENIA,"Look out! It's a trap, Turtwig! "
10,37,155,GARDENIA,Turtwig! 
10,37,156,DAWN,That's what that was for! 
10,37,157,BROCK,Turtwig's good and stuck now! 
10,37,158,ASH,"Now, Aerial Ace! "
10,37,159,STARAVIA,[AERIAL ACE MOVE] 
10,37,160,TURTWIG [G],[PAINED] - 
10,37,161,BROCK,Right on the tick! - 
10,37,162,DAWN,"And super powerful, too! "
10,37,163,ASH,Let's wrap this up! Staravia! Wing att*ck! 
10,37,164,GARDENIA,"Turtwig, Leech Seed! "
10,37,165,TURTWIG [G],[LEECH SEED MOVE] 
10,37,166,STARAVIA,[SHOCKED] - 
10,37,167,ASH,Oh no! - 
10,37,168,GARDENIA,Use Tackle now! 
10,37,169,STARAVIA,[PAINED] 
10,37,170,STARAVIA,[STUNNED] 
10,37,171,YOKO,Staravia is unable to battle! Turtwig's the winner! 
10,37,172,GARDENIA,"Awesome, Turtwig, great! "
10,37,173,DAWN,And things were going so well. 
10,37,174,BROCK,I guess that's why Gardenia's the leader of this Gym. 
10,37,175,BROCK,But I'm sure Ash's att*cks have taken their toll. 
10,37,176,ASH,You were great! And don't worry. We're gonna win this one! 
10,37,177,ASH,"All right, Turtwig, I choose you! "
10,37,178,GARDENIA,"There's no doubt I've been waiting for this little matchup! All right, Ash, ready when you are! "
10,37,179,ASH,I'm ready all right. To win! 
10,37,180,"JESSIE, JAMES, MEOWTH","When you're best at what you do, you dig life and life digs you! "
10,37,181,UNDERGROUND MAN,"It's obvious to me that you guys have done this lots of times before, haven't you? "
10,37,182,"JESSIE, JAMES, MEOWTH",Of course! 
10,37,183,JESSIE,"See, when it comes to a pick, we're super slick! "
10,37,184,JAMES,Failing to catch Pikachu's given us piles of practice! 
10,37,185,MEOWTH,"When it comes to digging a hole, we're always on a roll! "
10,37,186,UNDERGROUND MAN,"Well, is that right? You just keep digging like that, and we'll be rolling in treasure real quick! "
10,37,187,"JESSIE, JAMES, MEOWTH","Slick trick! Pick, pick, pick, pick, pick, pick, pick, pick. "
10,37,188,MEOWTH,I think we sprung a leak! 
10,37,189,UNDERGROUND MAN,What a beauty! 
10,37,190,JESSIE,What's a beauty? 
10,37,191,JAMES,Unearthed something of worth? 
10,37,192,UNDERGROUND MAN,"This is a high-quality red sphere y'all just found! Folks, I think you all just went and hit the jackpot! "
10,37,193,JAMES,Cross your heart? 
10,37,194,JESSIE,Poaching Pikachu pales when compared to this! 
10,37,195,MEOWTH,Then back to digging bliss! 
10,37,196,UNDERGROUND MAN,"Great! Keep it up, folks! You're gonna make me one healthy dude! "
10,37,197,ASH,"Turtwig! Tackle, let's go! "
10,37,198,GARDENIA,Dodge it and then use Leaf Storm! 
10,37,199,TURTWIG [G],[LEAF STORM MOVE] 
10,37,200,TURTWIG [A],[EFFORT] 
10,37,201,"GARDENIA, TURTWIG [G]",[WORRIED] 
10,37,202,DAWN,Ash's Turtwig is awfully fast as well! 
10,37,203,BROCK,Turtwig really wants to win! 
10,37,204,GARDENIA,"Ash, you don't win battles by running around in circles. "
10,37,205,ASH,"Turtwig! Bite, let's go! Do it! "
10,37,206,GARDENIA,"Leech Seed, now! "
10,37,207,TURTWIG [G],[LEECH SEED MOVE] 
10,37,208,TURTWIG [A],[PAINED] - 
10,37,209,ASH,Turtwig! - 
10,37,210,DAWN,It's the same as before! 
10,37,211,TURTWIG [A],[STRUGGLING] 
10,37,212,GARDENIA,"Wow, you're really hanging in this time, aren't you, Turtwig? But I wonder how long you can last? "
10,37,213,ASH,"Gotta stop this or we'll lose! Turtwig! Synthesis, quick! "
10,37,214,GARDENIA,Like that's gonna work! Turtwig! Use Leaf Storm! 
10,37,215,TURTWIG [G],[LEAF STORM MOVE] 
10,37,216,ASH,Quick! Jump and dodge it! 
10,37,217,TURTWIG [A],[EFFORT] 
10,37,218,TURTWIG [A],[STRUGGLING] 
10,37,219,ASH,Great! Turtwig's all healed up! Razor Leaf! 
10,37,220,TURTWIG [G],[PAINED] 
10,37,221,TURTWIG [G],[DETERMINED] 
10,37,222,ASH,"Turtwig, Tackle, let's go! "
10,37,223,GARDENIA,"Turtwig, use Tackle as well! "
10,37,224,TURTWIG [G],[TACKLE MOVE] 
10,37,225,TURTWIG [A],[PANTING] 
10,37,226,TURTWIG [G],[PANTING] 
10,37,227,TURTWIG [A],[STRUGGLING] 
10,37,228,TURTWIG [G],[SMUG] / [STUNNED] 
10,37,229,GARDENIA,"Turtwig, no! "
10,37,230,YOKO,The Gym Leader's Turtwig is unable to battle! So the challenger's Turtwig wins! 
10,37,231,ASH,Turtwig! You were great! 
10,37,232,TURTWIG [A],[PROUD] 
10,37,233,GARDENIA,"Ash, I'm really impressed with the bond you have with your Pokémon. But don't forget you still have some more work to do if you want to earn that badge! "
10,37,234,ASH,I know! And I can't think of anything else I want to do! 
10,37,235,DAWN,I'm glad Ash and Turtwig managed to turn that around! 
10,37,236,BROCK,Yeah! But that Leech Seed is still in play! If this drags on that could be a real problem! 
10,37,237,TURTWIG,[STRUGGLING] 
10,37,238,UNDERGROUND MAN,Now that's what I call some serious digging! The vittles are on me! Y'all go ahead and dig right in! 
10,37,239,JESSIE,Dig it! 
10,37,240,JESSIE,Yum! 
10,37,241,MEOWTH,Nothing like digging in after digging in! 
10,37,242,JAMES,With picks or sticks! 
10,37,243,UNDERGROUND MAN,"Well, you enjoy! I know I will. "
10,37,244,"JESSIE, JAMES, MEOWTH",Mmm-mmm good! 
10,37,245,JAMES,"Hey, look! It appears the underground man has taken the treasure and taken leave as well! "
10,37,246,JESSIE,"Ah, who cares? A full stomach has a way of calming the coarsest of calamities! - "
10,37,247,JAMES,Oh so true! - 
10,37,248,MEOWTH,What are you gonna do? 
10,37,249,"JESSIE, JAMES, MEOWTH",Fill her up and eat more stew! 
10,37,250,GARDENIA,"Roserade, come on out! "
10,37,251,ROSERADE,[APPEARING] 
10,37,252,BROCK,"So Roserade's showing up in late innings, huh? "
10,37,253,DAWN,Roserade's great! 
10,37,254,ASH,"Let's get this over quick! Tackle, Turtwig! "
10,37,255,GARDENIA,Grass Knot... 
10,37,256,ROSERADE,[GRASS KNOT MOVE] 
10,37,257,TURTWIG [A],[PAINED] 
10,37,258,BROCK,"So it can use Grass Knot like that, too? "
10,37,259,GARDENIA,"Weather Ball, go! "
10,37,260,ROSERADE,[WEATHER BALL MOVE] 
10,37,261,ASH,Turtwig! 
10,37,262,TURTWIG [A],[STUNNED] 
10,37,263,YOKO,Turtwig is unable to battle! Roserade is the winner! 
10,37,264,DAWN,And it took one hit! 
10,37,265,BROCK,"Weather Ball is an att*ck that changes with the weather. And with the bright sun, now it's a Fire-type move! "
10,37,266,DAWN,"Whoa, it is? "
10,37,267,BROCK,No doubt! Look at what it did to poor Turtwig! 
10,37,268,GARDENIA,So now we come to the final battle! 
10,37,269,ASH,"Aipom, I choose you! "
10,37,270,AIPOM,[APPEARING] 
10,37,271,AIPOM,[PROUD] 
10,37,272,GARDENIA,"Wow! Well, aren't you a little live-wire! "
10,37,273,DAWN,I wonder if Aipom realizes this isn't a Contest Battle going on. 
10,37,274,ASH,"Aipom, Double Team! "
10,37,275,AIPOM,[DOUBLE TEAM MOVE] 
10,37,276,GARDENIA,Roserade! Grass Knot! 
10,37,277,ROSERADE,[GRASS KNOT MOVE] 
10,37,278,ASH,"Now, Focus Punch! "
10,37,279,AIPOM,[FOCUS PUNCH MOVE] 
10,37,280,ROSERADE,[PAINED] 
10,37,281,GARDENIA,"Hey, not bad! Roserade, Magical Leaf! "
10,37,282,ASH,Use the trees to dodge! 
10,37,283,ROSERADE,[MAGICAL LEAF MOVE] 
10,37,284,AIPOM,[EFFORT] 
10,37,285,DAWN,"Man, Aipom can move! "
10,37,286,BROCK,"And being surrounded by all those trees, Aipom's not so easy to hit! "
10,37,287,GARDENIA,"Okay, Roserade, grab Aipom! "
10,37,288,ROSERADE,[CONFIDENT] 
10,37,289,ASH,[SHOCKED] 
10,37,290,AIPOM,[PAINED] 
10,37,291,GARDENIA,Use Flash! 
10,37,292,AIPOM,[PAINED] - 
10,37,293,BROCK,Uh oh! - 
10,37,294,ASH,"Aipom, use Focus Punch! "
10,37,295,AIPOM,[FOCUS PUNCH MOVE] 
10,37,296,ASH,Oh no! Aipom can't see Roserade! 
10,37,297,GARDENIA,Magical Leaf! 
10,37,298,AIPOM,[DETERMINED] 
10,37,299,ASH,"Calm down, Aipom! If you can't use your eyes, then use your ears! Just chill out and listen! "
10,37,300,GARDENIA,I think this just about wraps it up! Weather Ball! 
10,37,301,ROSERADE,[WEATHER BALL MOVE] 
10,37,302,AIPOM,[FOCUSED] 
10,37,303,ASH,Now use Focus Punch! 
10,37,304,AIPOM,[FOCUS PUNCH] 
10,37,305,ROSERADE,[PAINED] 
10,37,306,GARDENIA,"No, Roserade! "
10,37,307,DAWN,Roserade's Weather Ball got knocked right back! 
10,37,308,BROCK,"Well, that was a great move! "
10,37,309,GARDENIA,"Now, Roserade! Use Magical Leaf! "
10,37,310,ASH,"Quick, Swift! "
10,37,311,AIPOM,[SWIFT MOVE] 
10,37,312,ROSERADE,[CONFUSED] 
10,37,313,GARDENIA,What's Ash up to? 
10,37,314,ASH,I'll show you! Focus Punch! 
10,37,315,AIPOM,[FOCUS PUNCH MOVE] 
10,37,316,ROSERADE,[STRUGGLING] 
10,37,317,GARDENIA,My Roserade! 
10,37,318,DAWN,I've never seen anyone use an att*ck like that before! 
10,37,319,ASH,Let's go! 
10,37,320,ROSERADE,[WEAK] 
10,37,321,AIPOM,[att*ck] 
10,37,322,ROSERADE,[PAINED] 
10,37,323,ROSERADE,[STUNNED] 
10,37,324,GARDENIA,"Roserade, no! "
10,37,325,YOKO,Roserade is unable to battle! Aipom wins! - Victory. goes to Ash! - 
10,37,326,ASH,"Hey, we did it! Wow, you were great out there! "
10,37,327,DAWN,That was some win! 
10,37,328,BROCK,b*ating a Grass type on a field where they had the upper hand! I'm never gonna forget this one! 
10,37,329,GARDENIA,"Ash, the teamwork you have between you and your Pokémon is truly something to behold! So here! It's the proof that you won at the Eterna Gym. It's the Forest Badge! "
10,37,330,"PIKACHU, ASH",[HAPPY] 
10,37,331,ASH,"Thanks so much, Gardenia! All right! We just won. the Forest Badge! "
10,37,332,PIKACHU,[EXCITED] 
10,37,333,"TURTWIG, STARAVIA, AIPOM",[CHEERING] 
10,37,334,NARRATOR,"Facing the skill and expertise of a dyed-in-the-wool Grass-type Pokémon expert like Gardenia, our hero grabbed the challenge with both hands and came out of it holding the prestigious Forest Badge, with much more excitement in store! TO BE CONTINUED.."
10,36,0,RESEARCHERS,Over there! Let's go! 
10,36,1,DAWN,[WORRIED] 
10,36,2,JENNY,"Stunky, ready? "
10,36,3,STUNKY,"[AFFIRMATIVE] [singing] POKEMON, POKEMON IT'S ALL ABOUT THE CHALLENGES IT'S A BRAND-NEW GAME AND A BRAND-NEW WORLD NEW RIVALS AS YOU FIGHT FOR SURVIVAL NOTHING CAN STOP YOU DIAMOND AND PEARL POKEMON IT'S ALL ABOUT THE BATTLE YOU GOTTA PLAY SMART, YOU GOTTA MOVE FASTER BEHIND EVERY WIN,THERE'S A CHANCE TO BEGIN AGAIN YOU GOTTA TAKE IT ALL IF YOU WANT TO BE A MASTER POKEMON, POKEMON IT'S TIME FOR ADVENTURE DIAMOND AND PEARL WE CAN CHANGE THE WORLD POKEMON A Secret Sphere Of Influence! "
10,36,4,DAWN,"Look, guys, up there! "
10,36,5,ASH,"Why, you crooks! You did that? "
10,36,6,PIKACHU,[ANGRY] 
10,36,7,MEOWTH,"Well, what do you know.it's the Twerps! "
10,36,8,JESSIE,"Button it, Sunflora! "
10,36,9,JESSIE,Keep in mind we're supposed to be criminals with class! 
10,36,10,JAMES,Without a smart-mouthed Sunflora! 
10,36,11,WOBBUFFET,[AFFIRMATIVE] 
10,36,12,NARRATOR,Our heroes have arrived at Eterna City. but to quite a surprise. 
10,36,13,NARRATOR,as they angrily discover the Eterna Historical Museum has been robbed in broad daylight! 
10,36,14,JESSIE,"The Adamant Orb is legendary, don't forget. "
10,36,15,JAMES,Like us! 
10,36,16,WOBBUFFET,[AFFIRMATIVE] 
10,36,17,JENNY ,"Well, you won't have it for long! "
10,36,18,BROCK,But you will! 
10,36,19,JENNY,"Stunky, ten-hut! "
10,36,20,ASH,"Wow! Eterna City's Officer Jenny's got a Stunky, huh? "
10,36,21,POKEDEX,"Stunky. The Skunk Pokémon. It protects itself by spraying a foul-smelling liquid from its hindquarters, which lasts for  hours. "
10,36,22,JESSIE,"Please! It can't smell any worse than you Twerps! Go, Seviper! "
10,36,23,SEVIPER,[HAZE MOVE] 
10,36,24,DAWN,[PAINED] 
10,36,25,JENNY,"Quick, seal the doors! We can't let them escape! "
10,36,26,POLICE,"Now everyone just calm down, please! "
10,36,27,DAWN,"Sir, we came in after the thieves were finished breaking into the Adamant Orb's case. "
10,36,28,ASH,If only we'd come a little sooner! 
10,36,29,POLICE,"Now, don't worry, son! Thanks to your quick reflexes, we've sealed off the building, and they're not going anywhere! "
10,36,30,GARDENIA,I can't believe it! 
10,36,31,GARDENIA,"The crooks were using Grass-type Pokémon, huh? They've got some nerve! "
10,36,32,GARDENIA,Those jerks! 
10,36,33,ASH,Gardenia? 
10,36,34,GARDENIA,Hey! Nice to see you! 
10,36,35,BROCK,And you! You're like the green grass of home! Your love of Grass-type Pokémon knocks me out every time I think of you! 
10,36,36,BROCK,Like Croagunk does. 
10,36,37,CROAGUNK,[SATISFIED] 
10,36,38,GARDENIA,"That's great! I'm so glad that you found the Enchanted Honey after all! What better to follow that than with a mystery! Oh, the shame! Using Grass-type Pokémon to pull off such a heinous crime! "
10,36,39,JENNY,Excuse me! 
10,36,40,JENNY,I just captured suspect number one! 
10,36,41,JENNY ,"Get this.he calls himself a Pokémon troubadour, but I don't buy it at all! "
10,36,42,ASH,Nando? 
10,36,43,PIKACHU,[SHOCKED] 
10,36,44,NANDO,"It's been a while, has it not? "
10,36,45,ROSELIA,[GREETING] 
10,36,46,ASH,What are you doing here? 
10,36,47,NANDO,"I was studying Sinnoh's magnificent history here in the museum, when suddenly the alarm bell sounded, and I found myself surrounded by the police! "
10,36,48,NANDO,Poor Sunflora became frightened and ran away. 
10,36,49,NANDO,"Then life took its course, as it is wont to do. "
10,36,50,NANDO,And in the blink of an eye I find myself standing before you! 
10,36,51,JENNY,Stop! Sunflora wasn't frightened.you let it escape! 
10,36,52,NANDO,But we are guilty of nothing. 
10,36,53,JENNY,Your song is full of guilt! 
10,36,54,GARDENIA,"Hey, I know you two! You challenged my Gym the other day! "
10,36,55,NANDO,Yes! And I'm grateful for a fine match! 
10,36,56,ASH,You and him? 
10,36,57,GARDENIA,"Uh huh! We had a battle the other day! It was awesome, and I was thrilled to give him his badge! "
10,36,58,ASH,You did? 
10,36,59,GARDENIA,"Oh yeah, I haven't had a chance to tell you! "
10,36,60,GARDENIA,"I take good care of the Eterna Gym, you see. That's what Gym Leaders do! "
10,36,61,ASH,"Gym Leader! How cool is that? Of course, I always knew you were really strong! "
10,36,62,BROCK,"And that's great you finally took on a Gym battle, Nando! "
10,36,63,NANDO,Thank you! It's my very first badge. 
10,36,64,ROSELIA,[BATTLING] 
10,36,65,NANDO,"And, needless to say, an exciting time for me! "
10,36,66,DAWN,Have you been in any contests yet? 
10,36,67,NANDO,"Why, I received my very first ribbon just the other day. "
10,36,68,DAWN,Awesome! The Floaroma Contest is where I won my first! 
10,36,69,JENNY ,You stop this right now! This is serious! 
10,36,70,JENNY ,"Now, as for you, Why aren't you doing your job as Gym Leader? "
10,36,71,GARDENIA,"You see, when I get a small break sometimes, I like to get out of the Gym for a while! "
10,36,72,ASH,Uh.I just went over to the Eterna Gym to challenge it before... 
10,36,73,DAWN,"Yeah, but nobody was there! "
10,36,74,BROCK,So we decided to come here and k*ll some time until the Gym Leader came back! 
10,36,75,GARDENIA,"Oopsie! Sorry, guys. "
10,36,76,JENNY ,"All of you, stop changing the subject! "
10,36,77,ASH,"Okay, sorry! But I'm telling you, Officer Jenny, Nando's no thief! "
10,36,78,PIKACHU,[INSISTENT] 
10,36,79,DAWN,"He's right.and besides, there were two thieves! "
10,36,80,BROCK,"Normally I agree with anything and everything you say, Officer Jenny, but I have to agree with Ash this time! "
10,36,81,GARDENIA,No one who loves Grass-type Pokémon could be a crook! 
10,36,82,JENNY ,Look at this. This was taken by security! How do you plan on explaining this? 
10,36,83,ASH,What? Sunflora? 
10,36,84,GARDENIA,"Whoa, is that for real? "
10,36,85,JENNY,I'm afraid this is all the evidence that I need! 
10,36,86,WOMAN'S VOICE,Objection! 
10,36,87,BROCK,Jenny? Whoa! 
10,36,88,GARDENIA,Oh my! Now there are two of them! 
10,36,89,JENNY [VIRIDIAN],There's more here than meets the eye! 
10,36,90,JENNY [V],"You see, all Sunflora Trainers here need to be investigated, not just one of them! "
10,36,91,JENNY [ETERNA],"Just where are you from, anyway? "
10,36,92,JENNY [V],I'm the Officer Jenny from Viridian City! I thought I'd come visit since today's my day off. 
10,36,93,ASH,Viridian City? That takes me back! 
10,36,94,JENNY [E],You have no authority here! So please just keep your opinions to yourself! 
10,36,95,JENNY [V],Now relax! There must be something I can do to help you out. 
10,36,96,JENNY [E],"No, we're just fine! The museum has been secured, which means all possible suspects are locked inside! It's only a matter of time before we capture the thieves who stole the Adamant Orb! "
10,36,97,JENNY [V],You sure are confident. 
10,36,98,JENNY [E],Enough not to let some Viridian police woman get in my way! 
10,36,99,DAWN,"Scary, aren't they? "
10,36,100,PIKACHU,[CAUTIOUS] 
10,36,101,MEOWTH,Bummer! They've got us surrounded! 
10,36,102,MEOWTH,We'll never get out of here in one piece! 
10,36,103,JAMES,But I need to be in one piece! 
10,36,104,JESSIE,"So we fight! We punch, and then kick! "
10,36,105,MEOWTH,Just don't kick a hole in the Adamant Orb! 
10,36,106,JAMES,"In order to receive our reward, the Adamant Orb needs to stay in one piece more than us! "
10,36,107,WOBBUFFET,[FRANTIC] 
10,36,108,MIME JR.,[PROUD] 
10,36,109,JESSIE,[RELIEVED] 
10,36,110,JENNY [V],It's been said that the Adamant Orb can magnify the power of the Legendary Pokémon Dialga. 
10,36,111,ASH,That's a Legendary Pokémon? 
10,36,112,PIKACHU,[AMAZED] 
10,36,113,DAWN,"Yeah! There was a huge statue of it in front of the museum, wasn't there? "
10,36,114,DAWN,Right! Dialga is the Pokémon who controls time. 
10,36,115,DAWN,and Palkia is the Pokémon who controls space! 
10,36,116,GARDENIA,According to legend... 
10,36,117,GARDENIA,Dialga and Palkia formed the Sinnoh region long ago. 
10,36,118,GARDENIA,and there are countless ancient shrines devoted to the two of them scattered all over Sinnoh! 
10,36,119,GARDENIA,We know the Adamant Orb was dug up from one of those shrines! 
10,36,120,DAWN,I read that in a book of legends! It said the whole world was formed by those two! 
10,36,121,ASH,The world was formed by Pokémon? 
10,36,122,PIKACHU,[AMAZED] 
10,36,123,BROCK,"So, if that's true, where did the Pokémon come from, then? "
10,36,124,DAWN,Which came first.good question! Was it the world or Pokémon... 
10,36,125,GARDENIA,Here's what I think... 
10,36,126,GARDENIA,"By learning about Pokémon all that we can, We're really trying to learn about ourselves.about you and me, woman and man. "
10,36,127,BROCK,"Wow, that was beautiful poetry! "
10,36,128,DAWN,"Of course! You've been with Nando, right? "
10,36,129,GARDENIA,"Well, I am a Gym Leader! "
10,36,130,DAWN,If the sphere's that important... 
10,36,131,DAWN,"Then we have to get it back, now! "
10,36,132,ASH,"You're right! And help Nando, too! Let's get out there and capture the real crooks! "
10,36,133,JENNY [V],Sunflora's our best sh*t! 
10,36,134,BROCK,"Oh, the slings and arrows of choosing between justice and true love! "
10,36,135,CROAGUNK,[THREATENING] 
10,36,136,GARDENIA,What's with Brock? 
10,36,137,DAWN,Just bracing for a little pain! 
10,36,138,ASH,"All right! Come on out, guys! "
10,36,139,AIPOM,[APPEARING] 
10,36,140,STARAVIA,[APPEARING] 
10,36,141,TURTWIG,[APPEARING] 
10,36,142,DAWN,"Okay, you heard him! "
10,36,143,BUNEARY,[APPEARING] 
10,36,144,PACHIRISU,[APPEARING] 
10,36,145,BUIZEL,[APPEARING] 
10,36,146,ASH,"Let's split up and look for that Sunflora, okay? "
10,36,147,PIKACHU,[CHEERING] 
10,36,148,POLICE A,We've just received word. Gardenia's working with a Viridian policewoman. 
10,36,149,JENNY [E],I told her to butt out! 
10,36,150,JENNY [E],"We've got to get the Adamant Orb first, for the integrity of our proud Sinnoh police force! "
10,36,151,POLICE,Right! 
10,36,152,NANDO,We're innocent. It's so simple. 
10,36,153,ROSELIA,[AGREEMENT] 
10,36,154,SUNFLORA,[CAUTIOUS] 
10,36,155,POLICE B,It's that Sunflora! 
10,36,156,SUNFLORA,[LEECH SEED MOVE] 
10,36,157,POLICE C,What do you think you're doing? POLICE B &amp; 
